	n	sx	sy	sz
0.00415822426082487	3.21436180114338E-9	0.850181548997745	5.86746013778937E-4	5.18527452125889E-4
0.00311944281300483	1.9005128899666E-9	0.885331549000315	8.48183875703091E-5	1.29077453802693E-4
0.00827215613992943	8.09297962375312E-7	0.723915727832884	-0.00122327370559596	-0.0296333680888723
0.0193976596649403	1.5258719030728E-6	0.468609762509002	-0.00282928144006235	-0.0495990876726531
0.0360508932187504	1.52644161377594E-6	0.244406426028608	-0.00304730851450818	-0.0403242111361237
0.057628641840929	1.04061985082172E-6	0.105172199101931	-0.00198669327080602	-0.0210928554749923
0.156351308742348	4.86294942425922E-8	0.00212357394315096	-1.28032070215108E-4	-7.83906864591512E-4
0.0834466425544542	5.3699846667802E-7	0.0382038281764804	-0.00107144033578777	-0.00908791675481223
0.123290422243061	1.43966906152096E-7	0.0078924787669516	-2.84975358066907E-4	-0.00220729166168032
0.112806693375851	2.22531406594905E-7	0.0119763398488596	-5.3719755889123E-4	-0.00354378163267064
0.0928977707450234	3.63705152124581E-7	0.026313287508901	-5.50890939665525E-4	-0.00578170592810563
0.145044283690985	7.75977731297495E-8	0.00333355183138477	-2.39073590660978E-4	-0.00126421823060045
0.0658195554584192	7.43151272581581E-7	0.0763276182383965	-9.46312110622683E-4	-0.0135680666414579
0.179556003802881	2.40194108913851E-8	8.42723032516863E-4	-9.61788259901791E-5	-4.28795193279288E-4
0.0427469398170306	1.1592197999654E-6	0.188199919660356	-0.00135643115172966	-0.0273114186872123
0.0243754273649395	1.24498167294911E-6	0.385854954605876	-0.00102631112397281	-0.0370675277343598
0.0113437114507789	7.15952949843258E-7	0.642145562024963	9.86861336717397E-5	-0.0243382824361722
0.0113437038180678	-7.07508496323246E-7	0.642168217355676	8.30341620565987E-4	-0.0253658469828037
0.00827215542210263	-8.06205673779662E-7	0.723916210835587	-0.0294803911829674	-7.34084726817541E-4
0.011343691769364	9.54348967438537E-10	0.641979508687351	-0.0260849758726396	-0.0259055896940038
0.0204287963840539	9.75064016293524E-7	0.449836829208652	-0.00253364617245312	-0.0631297840379104
0.0351608853317426	1.32110438293506E-6	0.252456318814667	0.0106088209231874	-0.0641952380245829
0.0549939438774332	1.04570690032459E-6	0.116037988111847	0.00943601190417622	-0.0393164841181368
0.172064758418788	2.42947809011769E-8	0.00107933441201314	4.46959755277493E-4	-0.00104403392457503
0.079276267838545	5.96425768042776E-7	0.0446739398656492	0.00508884672834921	-0.0187456228202623
0.138456142833728	7.25605991398429E-8	0.00420338137217232	0.00137428923822641	-0.00296044736018048
0.1073202809919	2.66705140515401E-7	0.0146973152300601	0.00221299302954733	-0.00792362061273606
0.107320415980777	1.86619437670463E-7	0.0146319322148943	0.00386275944642329	-0.00782982934226126
0.13845598126161	9.882094319053E-8	0.00423560351838914	8.16521930666223E-4	-0.00300195934186667
0.0792763723653979	3.83642532756587E-7	0.0445589102766483	0.00959550136034311	-0.0185599697930648
0.172064578444019	3.20835914336925E-8	0.00109225956348143	2.69012057058578E-4	-0.00105934321473802
0.0549940183120748	5.82143325241597E-7	0.115852194196782	0.0208607514216181	-0.0389918511495417
0.0351609334450654	5.3195973869192E-7	0.252248775291997	0.0347013358398235	-0.0636813494511915
0.02042882376737	4.79650567491645E-9	0.449830593764911	0.0318315340054554	-0.062458288150154
0.0243754043057383	-1.23606532189205E-6	0.385914051669878	0.00148144562527644	-0.0387975883542803
